Run accession,reference_id,aligned_reads,covered_bases,species,common_name,SARS2_aligned_reads,total_reads,preprocessed_reads,sample,Sample name,Collection date,description,Isolation source
CRR710936,NC_021478.1,7,258,Rhizomys pruinosus,hoary bamboo rat,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_020011.1,0,0,Channa maculata,snakehead fish,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_028308.1,11,420,Felis margarita,sand cat,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_030041.1,3,129,Ptyas mucosa,Oriental rat snake,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_003192.1,0,0,Monopterus albus,swamp eel,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_011389.1,0,0,Naja atra,Chinese cobra,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_031867.1,0,0,Columba rupestris,pigeon,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_036369.1,1,43,Otocyon megalotis,bat-eared fox,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_040902.1,47,1834,Gallus gallus,chicken,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_022418.1,9,387,Anas poecilorhyncha,spot-billed duck,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_026063.1,0,0,Ovis orientalis,sheep,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_013700.1,133,4365,Nyctereutes procyonoides,raccoon dog,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_023459.1,1,43,Vulpes zerda,fennec fox,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,AC_000022.2,2,69,Rattus norvegicus,brown rat,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_020645.1,1,43,Arctonyx collaris,hog badger,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_028161.1,0,0,Capra aegagrus,goat,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_004926.1,2,43,Andrias davidianus,Chinese salamander,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_003408.1,66,2238,Coturnix japonica,quail,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_002008.4,29,1214,Canis lupus,dog,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_026459.1,1,43,Streptopelia chinensis,spotted dove,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_012920.1,46,1721,Homo sapiens,human,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_001913.1,40,1511,Oryctolagus cuniculus,rabbit,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_006853.1,0,0,Bos taurus,cow,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710936,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,116413586,116406869,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_012095.1,0,0,Sus scrofa,pig,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_050263.1,2,86,Hystrix brachyura,Malayan porcupine,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_021478.1,1,43,Rhizomys pruinosus,hoary bamboo rat,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_020011.1,0,0,Channa maculata,snakehead fish,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_028308.1,0,0,Felis margarita,sand cat,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_030041.1,2,86,Ptyas mucosa,Oriental rat snake,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_003192.1,0,0,Monopterus albus,swamp eel,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_011389.1,0,0,Naja atra,Chinese cobra,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_031867.1,1,43,Columba rupestris,pigeon,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_040902.1,11,382,Gallus gallus,chicken,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_022418.1,3,129,Anas poecilorhyncha,spot-billed duck,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_026063.1,0,0,Ovis orientalis,sheep,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_013700.1,10,430,Nyctereutes procyonoides,raccoon dog,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_028161.1,0,0,Capra aegagrus,goat,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_003408.1,37,1536,Coturnix japonica,quail,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_002008.4,1,43,Canis lupus,dog,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_026459.1,0,0,Streptopelia chinensis,spotted dove,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_012920.1,0,0,Homo sapiens,human,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_001913.1,4,136,Oryctolagus cuniculus,rabbit,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_006853.1,0,0,Bos taurus,cow,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710937,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,231135586,231131774,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_012095.1,14,602,Sus scrofa,pig,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_050263.1,5,215,Hystrix brachyura,Malayan porcupine,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_021478.1,44,1686,Rhizomys pruinosus,hoary bamboo rat,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_020011.1,0,0,Channa maculata,snakehead fish,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_028308.1,370,7184,Felis margarita,sand cat,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_023982.1,6,258,Amaurornis akool,brown bush hen,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_030041.1,15,600,Ptyas mucosa,Oriental rat snake,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_003192.1,0,0,Monopterus albus,swamp eel,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_011389.1,4,172,Naja atra,Chinese cobra,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_031867.1,18,756,Columba rupestris,pigeon,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_040902.1,176,4943,Gallus gallus,chicken,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_022418.1,430,9352,Anas poecilorhyncha,spot-billed duck,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_026063.1,1,43,Ovis orientalis,sheep,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_013700.1,399,9839,Nyctereutes procyonoides,raccoon dog,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_023459.1,32,1132,Vulpes zerda,fennec fox,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,AC_000022.2,20,817,Rattus norvegicus,brown rat,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_020645.1,11,430,Arctonyx collaris,hog badger,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_018367.1,1,43,Marmota himalayana,Himalayan marmot,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_028161.1,0,0,Capra aegagrus,goat,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_003408.1,166,5315,Coturnix japonica,quail,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_002008.4,260,6987,Canis lupus,dog,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_026459.1,161,4652,Streptopelia chinensis,spotted dove,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_012920.1,67,2416,Homo sapiens,human,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_001913.1,1099,14842,Oryctolagus cuniculus,rabbit,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_006853.1,2,86,Bos taurus,cow,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710938,KX964606.1,5,212,Erinaceus amurensis,Amur hedgehog,0,120833173,120801507,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_012095.1,1,43,Sus scrofa,pig,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_050263.1,3,129,Hystrix brachyura,Malayan porcupine,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_021478.1,6,258,Rhizomys pruinosus,hoary bamboo rat,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_020011.1,0,0,Channa maculata,snakehead fish,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_028308.1,35,1140,Felis margarita,sand cat,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_023982.1,10,430,Amaurornis akool,brown bush hen,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_030041.1,2,86,Ptyas mucosa,Oriental rat snake,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_003192.1,0,0,Monopterus albus,swamp eel,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_011389.1,4,172,Naja atra,Chinese cobra,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_031867.1,8,344,Columba rupestris,pigeon,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_040902.1,30,1263,Gallus gallus,chicken,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
CRR710939,NC_022418.1,74,2658,Anas poecilorhyncha,spot-billed duck,0,227313012,227303961,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM
